id,source,link,mydate,category,listname
4410,"YardBarker","https://www.yardbarker.com/nhl/articles/the_25_biggest_nhl_stories_of_the_2010s/s1__30520889","11/19/19 00:00:00","sports","25 Biggest NHL Stories"
4411,"TIME","https://time.com/5725768/best-albums-2010s-decade/","11/19/19 00:00:00","music","10 Best Albums"
4412,"Billboard","https://www.billboard.com/articles/news/list/8543722/best-albums-of-the-2010s-top-100","11/19/19 00:00:00","music","100 Greatest Albums"
4413,"Entertainment Weekly","https://ew.com/movies/2019/11/19/best-decade-2010s-songs-movies/","11/19/19 00:00:00","music","10 Best Songs from Movies"
4414,"ScreenRant","https://screenrant.com/best-trailers-decade-2010s/","11/19/19 00:00:00","film","25 Best Movie Trailers"
4415,"IndieWire","https://www.indiewire.com/feature/best-tv-shows-decade-2010-2019-netflix-hbo-1202148573/","11/19/19 00:00:00","tv","50 Best TV Shows"
4416,"Paste","https://www.pastemagazine.com/articles/2019/10/best-comedians-2010s.html","11/19/19 00:00:00","comedy","40 Best Comedians"
4417,"ScreenCrush","https://screencrush.com/best-movie-taglines-of-the-2010s/","11/19/19 00:00:00","film","50 Best Movie Taglines"
4418,"Pride","https://www.pride.com/music/2019/9/18/50-best-gay-anthems-2010s","11/19/19 00:00:00","music","50 Best Gay Anthems"
4419,"Cultured Vultures","https://culturedvultures.com/best-graphic-novels-2010s/","11/19/19 00:00:00","comics","10 Best Graphic Novels"
4420,"PC Mag","https://www.pcmag.com/feature/371549/the-biggest-tech-product-flops-of-the-2010s/","11/19/19 00:00:00","technology","28 Biggest Tech Product Flops"
4421,"What Culture","http://whatculture.com/gaming/15-best-new-video-game-franchises-of-the-decade","11/19/19 00:00:00","games","15 Best New Video Game Franchises"
4422,"The Cinemaholic","https://www.thecinemaholic.com/war-movies-2010s/","11/19/19 00:00:00","film","18 Best War Movies"
4423,"Junkee","https://junkee.com/snl-performances-best-decade/226538","11/19/19 00:00:00","music","21 Best SNL Performances"
4424,"Happy Mag","https://happymag.tv/the-25-best-psychedelic-rock-albums-of-the-2010s/","11/19/19 00:00:00","music","25 Best Psychedelic Rock Albums"
4425,"Crack Magazine","https://crackmagazine.net/article/what-just-happened/the-top-100-albums-of-the-decade/","11/19/19 00:00:00","music","100 Top Albums"
4426,"Business Insider","https://www.businessinsider.com/most-expensive-homes-sold-in-us-over-past-decade-2019-11","11/19/19 00:00:00","business","15 Most Expensive Homes"
4427,"Metacritic","https://www.metacritic.com/feature/best-movies-of-the-decade-2010s","11/19/19 00:00:00","film","50 Best Movies"
4428,"Paste","https://www.pastemagazine.com/articles/2019/11/best-memes-of-the-2010s-decade.html","11/19/19 00:00:00","internet","24 Best Memes"
4429,"HotCars","https://www.hotcars.com/worst-cars-current-decade/","11/19/19 00:00:00","automobiles","10 Worst Cars"
4430,"Entertainment.IE","https://entertainment.ie/music/10-best-irish-albums-2010s-430372/","11/19/19 00:00:00","music","10 Best Irish Albums"
4431,"The Comeback","https://thecomeback.com/pop-culture/the-10-best-movies-of-the-decade.html","11/19/19 00:00:00","film","10 Best Movies"
4432,"The Gamer","https://www.thegamer.com/the-10-best-gaming-cliffhangers-decade-2010s-ranked-compared-wolfenstein-mass-effect/","11/19/19 00:00:00","games","10 Best Gaming Cliffhangers"
4359,"Vogue","https://www.vogue.com/article/2010s-fashion-10-most-important-collections","11/17/19 00:00:00","fashion","12 Most Important Collections"
4433,"Fodor's","https://www.fodors.com/news/photos/these-are-the-11-best-and-worst-travel-trends-of-the-past-decade","11/19/19 00:00:00","travel","11 Best and Worst Travel Trends"
4434,"Wonderwall","https://www.wonderwall.com/celebrity/couples/biggest-celeb-weddings-last-decade-2010-2019-3021486.gallery","11/19/19 00:00:00","people","Biggest Celebrity Weddings"
4435,"Wonderwall","https://www.wonderwall.com/celebrity/couples/biggest-celebrity-breakups-splits-decade-2010-2019-3021364.gallery","11/19/19 00:00:00","people","Biggest Celebrity Breakups"
4436,"A.V. Club","https://music.avclub.com/the-50-best-albums-of-the-2010s-1839776060","11/20/19 00:00:00","music","50 Best Albums"
4437,"Bleacher Report","https://bleacherreport.com/articles/2863355-the-20-best-individual-nba-seasons-of-the-past-decade#slide0","11/20/19 00:00:00","sports","20 Best Individual NBA Seasons"
4438,"Good Housekeeping","https://www.goodhousekeeping.com/life/g29729623/things-you-forgot-happened-this-decade-2010-to-2019/","11/20/19 00:00:00","miscellaneous","31 Things We Totally Forgot Happened"
4439,"Entertainment.IE","https://entertainment.ie/cinema/movie-news/20-best-movies-of-the-decade-429849/","11/20/19 00:00:00","film","20 Best Movies"
4440,"Scoop Whoop","https://www.scoopwhoop.com/entertainment/best-bollywood-films-of-the-last-decade/","11/20/19 00:00:00","film","45 Best Bollywood Films"
4441,"Bleacher Report","https://bleacherreport.com/articles/2863314-ranking-the-top-10-nfl-team-draft-classes-of-the-past-decade#slide0","11/20/19 00:00:00","sports","10 Top NFL Team Draft Classes"
4442,"Thrillist","https://www.thrillist.com/entertainment/nation/best-viral-songs-of-the-decade-2010s-old-town-road","11/20/19 00:00:00","music","25 Best Viral Songs"
4443,"Junkee","https://junkee.com/underrated-albums-decade/229127","11/20/19 00:00:00","music","25 Most Underrated Albums"
4444,"Farout Magazine","https://faroutmagazine.co.uk/the-10-best-horror-films-of-the-decade/","11/20/19 00:00:00","film","10 Best Horror Films"
4445,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-metal-songs-of-the-2010s/","11/20/19 00:00:00","music","25 Top Metal Songs"
4446,"Thrillist","https://www.thrillist.com/entertainment/nation/best-tv-episodes-of-the-2010s-decade","11/21/19 00:00:00","tv","10 Insane TV Episodes"
4447,"Loudwire","https://loudwire.com/best-rock-songs-decade-2010-2019/","11/21/19 00:00:00","music","66 Best Rock Songs"
4448,"What Culture","http://whatculture.com/gaming/20-best-nintendo-games-of-the-decade","11/21/19 00:00:00","games","20 Best Nintendo Games"
4449,"Thrillist","https://www.thrillist.com/entertainment/nation/best-memes-of-the-2010s-decade","11/21/19 00:00:00","online","10 Dankest Memes"
4450,"Paste","https://www.pastemagazine.com/articles/2019/11/best-fantasy-novels-of-the-decade-2010s-book-list.html","11/21/19 00:00:00","books","30 Best Fantasy Novels"
4451,"Entertainment.IE","https://entertainment.ie/cinema/movie-news/best-movie-soundtracks-2010s-430461/","11/21/19 00:00:00","music","20 Best Movie Soundtracks"
4452,"Paste","https://www.pastemagazine.com/articles/2019/10/best-tv-shows-2010s.html","11/21/19 00:00:00","tv","100 Best TV Shows"
4453,"Harvard Business Review","https://hbr.org/2019/09/the-top-20-business-transformations-of-the-last-decade","11/21/19 00:00:00","business","20 Top Business Transformations"
4454,"Gorilla vs. Bear","http://www.gorillavsbear.net/gorilla-vs-bears-albums-of-the-decade-2010-2019/","11/21/19 00:00:00","music","100 Best Albums"
4455,"Game Rant","https://gamerant.com/worst-video-games-decade-metacritic/","11/21/19 00:00:00","games","10 Worst Video Games"
4456,"Let's Run","https://www.letsrun.com/news/2019/10/malcolm-gladwells-decade-records-here-are-the-top-10-mens-track-field-performers-of-the-2010s-in-every-event/","11/21/19 00:00:00","sports","Malcolm Gladwell's Decade Records"
4457,"Chicago Tribune","https://www.chicagotribune.com/featured/sns-stacker-destructive-winter-storms-20191119-2ajygsyi2jhijfkz275tk4sw7u-photogallery.html","11/21/19 00:00:00","miscellaneous","25 Most Destructive Winter Storms"
4459,"The Guardian","https://www.theguardian.com/culture/2019/nov/22/luxury-hoodies-unmissable-bottoms-10-looks-that-defined-decade","11/22/19 00:00:00","fashion","10 Looks that Defined the Decade"
4460,"Entertainment Weekly","https://ew.com/books/2019/11/21/the-best-comics-of-the-decade/","11/22/19 00:00:00","comics","15 Best Comic Books"
4461,"Good Housekeeping","https://www.goodhousekeeping.com/life/entertainment/g29859504/best-albums-from-the-2010s/","11/22/19 00:00:00","music","18 Amazing Albums"
4462,"Good Housekeeping","https://www.goodhousekeeping.com/life/entertainment/g29862748/songs-that-define-the-2010s/","11/22/19 00:00:00","music","28 Top Songs"
4463,"CBR.com","https://www.cbr.com/best-new-dc-heroes-past-decade/","11/22/19 00:00:00","comics","10 Best New DC Heroes"
4464,"Insider","https://www.insider.com/best-films-of-the-decade-2010-2019-11","11/22/19 00:00:00","film","100 Best Movies"
4465,"Tech Republic","https://www.techrepublic.com/article/the-best-and-worst-windows-changes-in-the-past-decade/","11/22/19 00:00:00","technology","Best and Worst Windows Changes"
4466,"Swish Appeal","https://www.swishappeal.com/wnba/2019/11/8/20954655/wnba-top-10-wnba-players-decade-2010s","11/22/19 00:00:00","sports","10 Best WNBA Players"
4467,"Entertainment.IE","https://entertainment.ie/tv/tv-news/20-best-tv-shows-decade-430661/","11/22/19 00:00:00","tv","20 Best TV Shows"
4468,"Complex","https://www.complex.com/pop-culture/tv-movie-creatives-that-defined-the-2010s/","11/22/19 00:00:00","people","25 TV & Movie Creatives"
4469,"IndieWire","https://www.indiewire.com/gallery/live-tv-moments-most-memorable-decade/30-rock-live-show/","11/22/19 00:00:00","tv","10 Most Memorable Live TV Moments"
4470,"Billboard","https://www.billboard.com/articles/news/pride/8544325/best-lgbtq-albums-2010s","11/22/19 00:00:00","music","25 Best LGBTQ Albums"
4471,"24/7 Wall St","https://247wallst.com/special-report/2019/11/21/best-and-worst-gadgets-of-the-decade/","11/22/19 00:00:00","gadgets","Best and Worst Gadgets"
4472,"Sports Keeda","https://www.sportskeeda.com/mma/top-5-ufc-knockouts-of-the-decade-2010-2019","11/22/19 00:00:00","sports","5 Top UFC Knockouts"
4473,"io9","https://io9.gizmodo.com/the-5-biggest-horror-trends-of-the-last-decade-1838973130","11/22/19 00:00:00","film","5 Biggest Horror Trends"
4474,"What Culture","http://whatculture.com/film/10-best-teen-comedies-of-the-decade","11/22/19 00:00:00","film","10 Best Teen Comedies"
4475,"Pollstar","https://www.pollstar.com/top-touring-artists/top-touring-artists-hub-142785","11/22/19 00:00:00","music","20 Top Touring Artists"
4476,"Paste","https://www.pastemagazine.com/articles/2019/11/best-folk-albums-of-the-2010s.html","11/23/19 00:00:00","music","40 Best Folk Albums"
4477,"SFGate","https://www.sfgate.com/entertainment/article/100-best-movies-from-the-last-decade-according-14847465.php","11/23/19 00:00:00","film","100 Best Movies"
4478,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-25-film-scores-of-the-2010s/","11/23/19 00:00:00","film","25 Top Film Scores"
4479,"DJ Booth","https://djbooth.net/features/2019-11-19-most-important-hip-hop-album-release-dates-of-2010s","11/23/19 00:00:00","music","10 Best Hip-Hop Album Release Dates"
4480,"YardBarker","https://www.yardbarker.com/soccer/articles/the_30_best_soccer_players_of_the_2010s/s1__30611864","11/23/19 00:00:00","sports","30 Best Soccer Players"
4481,"XXL","https://www.xxlmag.com/news/2019/11/best-drake-memes/","11/23/19 00:00:00","internet","30 Best Drake Memes"
4482,"Exclaim!","http://exclaim.ca/music/article/exclaim_50_best_canadian_albums_of_the_2010s","11/23/19 00:00:00","music","50 Best Canadian Albums"
4483,"The Young Folks","https://www.theyoungfolks.com/review/137954/the-young-folks-top-50-films-of-the-2010s/","11/23/19 00:00:00","film","50 Top Films"
4484,"MSN","https://www.msn.com/en-us/entertainment/celebrity/it-was-all-a-meme-the-best-internet-moments-of-the-2010s/ss-BBWLfbI?li=BBnb7Kz","11/23/19 00:00:00","internet","25 Best Internet Moments"
4485,"Paste","https://www.pastemagazine.com/articles/2019/10/best-tv-finales-2010s.html","11/23/19 00:00:00","film","15 Best Series Finales"
4486,"CNET","https://www.cnet.com/roadshow/news/biggest-mobility-disruptors-2010s/","11/23/19 00:00:00","automobiles","9 Biggest Transportation Disruptors"
4487,"CNET","https://www.cnet.com/news/nest-thermostat-amazon-echo-and-philips-hue-the-best-smart-home-tech-of-the-decade/","11/23/19 00:00:00","gadgets","10 Best Smart Home Tech"
4488,"CNET","https://www.cnet.com/news/from-friday-to-pizza-rat-top-viral-videos-of-2010s/","11/23/19 00:00:00","internet","17 Top Viral Videos"
4489,"Consequence of Sound","https://consequenceofsound.net/2019/11/top-25-dark-comedies-of-the-2010s/","11/23/19 00:00:00","film","25 Top Dark Comedies"
4490,"The Young Folks","https://www.theyoungfolks.com/music/137777/the-young-folks-top-50-albums-of-the-2010s/","11/23/19 00:00:00","music","50 Top Albums"
4491,"Complex","https://www.complex.com/sports/2019/11/nba-moments-that-defined-the-2010s/","11/23/19 00:00:00","sports","10 Defining NBA Moments"
4492,"YardBarker","https://www.yardbarker.com/college_football/articles/the_college_football_2010s_all_decade_team/s1__30467048#slide_1","11/23/19 00:00:00","sports","27 Best College Football Players"
4493,"The Young Folks","https://www.theyoungfolks.com/video-games/138137/top-50-video-games-of-the-2010s-decade-the-young-folks/","11/23/19 00:00:00","games","50 Top Video Games"
4494,"What Culture","https://whatculture.com/wwe/10-best-wwe-face-turns-of-the-2010s","11/23/19 00:00:00","wrestling","10 Best WWE Face Turns"
4495,"Radio.com","https://www.radio.com/sports/mlb/gallery/the-9-worst-mlb-contracts-of-the-2010s","11/23/19 00:00:00","sports"," 9 Worst MLB Contracts"
4496,"Insider","https://www.insider.com/worst-beauty-trends-of-the-past-decade-2019-11","11/23/19 00:00:00","fashion","10 Worst Beauty Trends"
4497,"CBR.com","https://www.cbr.com/best-new-dc-villains-past-decade/","11/23/19 00:00:00","comics","10 Best New DC Villains"
4498,"Pro Football Network","https://www.profootballnetwork.com/nfl-50-worst-draft-pick-of-the-2010s/","11/23/19 00:00:00","sports","50 Worst First-Round NFL Draft Picks"
4499,"What Culture","https://whatculture.com/film/10-worst-animated-movies-of-the-2010s","11/23/19 00:00:00","film","10 Worst Animated Movies"
4500,"Sports Keeda","https://www.sportskeeda.com/wwe/5-worst-wwe-moments-of-the-2010s","11/23/19 00:00:00","wrestling","5 Worst WWE Moments"
4501,"TVLine","https://tvline.com/gallery/worst-series-finales-of-decade-photos/","11/23/19 00:00:00","tv","13 Worst Series Finales"
4502,"Kiplinger","https://www.kiplinger.com/slideshow/investing/T052-S001-10-best-and-worst-stocks-of-10-year-bull-market/index.html","11/23/19 00:00:00","business","10 Best and Worst Stocks"
4503,"Paste","https://www.pastemagazine.com/articles/2019/10/best-bollywood-movies-2010s.html","11/23/19 00:00:00","film","20 Best Bollywood Movies"
4505,"Hidden Remote","https://hiddenremote.com/2018/05/31/8-worst-summer-blockbusters-2010s/","11/23/19 00:00:00","film","8 Worst Summer Blockbusters"
4506,"Buzzfeed","https://www.buzzfeed.com/mjs538/florida-in-the-2010s","11/23/19 00:00:00","miscellaneous","99 Craziest Things That Happened In Florida"
4507,"Social Security Agency","https://www.ssa.gov/oact/babynames/decades/names2010s.html","11/23/19 00:00:00","words","200 Most Popular Baby Names"
4508,"Crime Reads","https://crimereads.com/the-10-best-crime-novels-of-the-last-decade/","11/23/19 00:00:00","books","10 Best Crime Novels"
4509,"Relevant Magazine","https://relevantmagazine.com/culture/who-was-the-best-pop-culture-baby-of-the-decade/","11/23/19 00:00:00","people","11 Best Pop Culture Babies"
4510,"The Gamer","https://www.thegamer.com/best-new-pokemon-of-the-decade-ranked/","11/23/19 00:00:00","games","10 Best New Pokémon"
4511,"What Culture","https://whatculture.com/music/25-best-metal-albums-of-the-decade","11/23/19 00:00:00","music","25 Best Metal Albums"
4512,"CBR.com","https://www.cbr.com/best-new-x-men-decade-ranked/","11/24/19 00:00:00","comics","10 Best New X-Men"
4513,"The Sportster","https://www.thesportster.com/wrestling/best-wwe-matches-decade/","11/24/19 00:00:00","wrestling","10 Best WWE Matches"
4514,"The Sportster","https://www.thesportster.com/wrestling/vince-mcmahon-wrestling-decade-best-worst/","11/24/19 00:00:00","wrestling","5 Best Decisions Vince McMahon Made"
4515,"Kiplinger","https://www.kiplinger.com/slideshow/investing/T052-S001-7-dow-stocks-that-didn-t-survive-the-decade/index.html","11/24/19 00:00:00","business","7 Dow Stocks That Didn't Survive"
4516,"Crime Reads","https://crimereads.com/the-rising-stars-of-crime-fiction-in-the-2010s/","11/25/19 00:00:00","books","12 Rising Stars of Crime Fiction"
4667,"24/7 Wall St","https://247wallst.com/special-report/2019/12/13/15-of-the-worst-cars-introduced-this-decade/","12/15/19 00:00:00","automobiles","15 Worst Cars"
4517,"New York Times","https://www.nytimes.com/interactive/2019/11/24/arts/2010s-decade-end.html","11/25/19 00:00:00","ideas","33 Ways to Remember the 2010s"
4518,"New York Times","https://www.nytimes.com/2019/11/24/movies/best-movies-2010s-decade.html","11/25/19 00:00:00","film","10 Most Influential Films"
